"weighting","(statistics) a coefficient assigned to elements of a frequency distribution in order to represent their relative importance"
"count","the total number counted; ""a blood count"""
"complement","a complete number or quantity; ""a full complement"""
"circulation","number of copies of a newspaper or magazine that are sold; ""by increasing its circulation the newspaper hoped to increase its advertising"""
"circulation","(library science) the count of books that are loaned by a library over a specified period"
"headcount","number of people in a particular group"
"factor","any of the numbers (or symbols) that form a product when multiplied together"
"prime","a number that has no factor but itself and 1"
"score","a number that expresses the accomplishment of a team or an individual in a game or contest; ""the score was 7 to 0"""
"birdie","(golf) a score of one stroke under par on a hole"
"bogey","(golf) a score of one stroke over par on a hole"
"duck","(cricket) a score of nothing by a batsman"
"eagle","(golf) a score of two strokes under par on a hole"
"game","(games) the score at a particular point or the score needed to win; ""the game is 6 all""; ""he is serving for the game"""
"love","a score of zero in tennis or squash; ""it was 40 love"""
"match","the score needed to win a match"
"par","(golf) the standard number of strokes set for each hole on a golf course, or for the entire course; ""a par-5 hole""; ""par for this course is 72"""
"record","the number of wins versus losses and ties a team has had; ""at 9-0 they have the best record in their league"""
"ordinal","the number designating place in an ordered sequence"
"no.","the number designating place in an ordered sequence"
"first","the first element in a countable series; ""the first of the month"""
"cardinal","the number of elements in a mathematical set; denotes a quantity but not the order"
"base","(numeration system) the positive integer that is equivalent to one in the next higher counting place; ""10 is the radix of the decimal system"""
"radix","(numeration system) the positive integer that is equivalent to one in the next higher counting place; ""10 is the radix of the decimal system"""
"frequency","the number of observations in a given statistical category"
"googol","a cardinal number represented as 1 followed by 100 zeros (ten raised to the power of a hundred)"
"googolplex","a cardinal number represented as 1 followed by a googol of zeros (ten raised to the power of a googol)"
"quota","a prescribed number; ""all the salesmen met their quota for the month"""
"magnetization","the extent or degree to which something is magnetized"
"magnetisation","the extent or degree to which something is magnetized"
"cord","a unit of amount of wood cut for burning; 128 cubic feet"
"emu","any of various systems of units for measuring electricity and magnetism"
"metric","a decimal unit of measurement of the metric system (based on meters and kilograms and seconds); ""convert all the measurements to metric units""; ""it is easier to work in metric"""
"megaflop","(computer science) a unit for measuring the speed of a computer system"
"MFLOP","(computer science) a unit for measuring the speed of a computer system"
"teraflop","(computer science) a unit for measuring the speed of a computer system"
"MIPS","(computer science) a unit for measuring the execution speed of a computer''s CPU (but not the whole system); ""4 MIPS is 4,000,000 instructions per second"""
"weight","a unit used to measure weight; ""he placed two weights in the scale pan"""
"langley","unit of solar radiation"
"point","the unit of counting in scoring a game or contest; ""he scored 20 points in the first half""; ""a touchdown counts 6 points"""
"advantage","first point scored after deuce"
"sabin","a unit of acoustic absorption equivalent to the absorption by a square foot of a surface that absorbs all incident sound"
"mil","an angular unit used in artillery; equal to 1/6400 of a complete revolution"
"degree","a measure for arcs and angles; ""there are 360 degrees in a circle"""
"arcdegree","a measure for arcs and angles; ""there are 360 degrees in a circle"""
"second","a 60th part of a minute of arc; ""the treasure is 2 minutes and 45 seconds south of here"""
"arcsecond","a 60th part of a minute of arc; ""the treasure is 2 minutes and 45 seconds south of here"""
"minute","a unit of angular distance equal to a 60th of a degree"
"arcminute","a unit of angular distance equal to a 60th of a degree"
"microradian","a unit of angular distance equal to one thousandth of a milliradian"
"milliradian","a unit of angular distance equal to one thousandth of a radian"
"radian","the unit of plane angle adopted under the Systeme International d''Unites; equal to the angle at the center of a circle subtended by an arc equal in length to the radius (approximately 57.295 degrees)"
"rad","the unit of plane angle adopted under the Systeme International d''Unites; equal to the angle at the center of a circle subtended by an arc equal in length to the radius (approximately 57.295 degrees)"
"grad","one-hundredth of a right angle"
"grade","one-hundredth of a right angle"
"oxtant","a unit of angular distance equal to half a quadrant"
"sextant","a unit of angular distance equal to 60 degrees"
"quadrant","a quarter of the circumference of a circle"
"steradian","the unit of solid angle adopted under the Systeme International d''Unites"
"centare","a centare is 1/100th of an are"
"section","a land unit of 1 square mile measuring 1 mile on a side"
"acre","a unit of area (4840 square yards) used in English-speaking countries"
"are","a unit of surface area equal to 100 square meters"
"hectare","(abbreviated `ha'') a unit of surface area equal to 100 ares (or 10,000 square meters)"
"arpent","a former French unit of area; equal approximately to an acre"
"barn","(physics) a unit of nuclear cross section; the effective circular area that one particle presents to another as a target for an encounter"
"dessiatine","a former Russian unit of area equal to 2.7 acres"
"morgen","a South African unit of measure equal to about 2 acres"
"perch","a square rod of land"
"rod","a square rod of land"
"pole","a square rod of land"
"ardeb","a unit of dry measure used in Egypt"
"arroba","a liquid measure (with different values) used in some Spanish speaking countries"
"bath","an ancient Hebrew liquid measure equal to about 10 gallons"
"cran","a capacity unit used for measuring fresh herring"
"ephah","an ancient Hebrew unit of dry measure equal to about a bushel"
"epha","an ancient Hebrew unit of dry measure equal to about a bushel"
"homer","an ancient Hebrew unit of capacity equal to 10 baths or 10 ephahs"
"kor","an ancient Hebrew unit of capacity equal to 10 baths or 10 ephahs"
"hin","ancient Hebrew unit of liquid measure = 1.5 gallons"
"fathom","(mining) a unit of volume (equal to 6 cubic feet) used in measuring bodies of ore"
"fthm","(mining) a unit of volume (equal to 6 cubic feet) used in measuring bodies of ore"
"standard","a board measure = 1980 board feet"
"yard","a unit of volume (as for sand or gravel)"
"last","a unit of capacity for grain equal to 80 bushels"
"mutchkin","a Scottish unit of liquid measure equal to 0.9 United States pint"
"oka","a Turkish liquid unit equal to 1.3 pints"
"minim","a United States liquid unit equal to 1/60 fluidram"
"fluidram","a unit of capacity or volume in the apothecary system equal to one eighth of a fluid ounce"
"drachm","a unit of capacity or volume in the apothecary system equal to one eighth of a fluid ounce"
"fluidounce","a United States unit of capacity or volume equal to 1.804 cubic inches"
"gill","a United States liquid unit equal to 4 fluid ounces"
"cup","a United States liquid unit equal to 8 fluid ounces"
"pint","a United States liquid unit equal to 16 fluid ounces; two pints equal one quart"
"fifth","a quantity of liquor equal to one fifth of a United States gallon"
"quart","a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon"
"gallon","United States liquid unit equal to 4 quarts or 3.785 liters"
"gal","United States liquid unit equal to 4 quarts or 3.785 liters"
"barrel","any of various units of capacity; ""a barrel of beer is 31 gallons and a barrel of oil is 42 gallons"""
"bbl","any of various units of capacity; ""a barrel of beer is 31 gallons and a barrel of oil is 42 gallons"""
"pint","a United States dry unit equal to 0.5 quart or 33.6 cubic inches"
"quart","a United States dry unit equal to 2 pints or 67.2 cubic inches"
"peck","a United States dry measure equal to 8 quarts or 537.605 cubic inches"
"bushel","a United States dry measure equal to 4 pecks or 2152.42 cubic inches"
"minim","a British imperial capacity measure (liquid or dry) equal to 1/60th fluid dram or 0.059194 cubic centimeters"
"fluidram","a British imperial capacity measure (liquid or dry) equal to 60 minims or 3.5516 cubic centimeters"
"drachm","a British imperial capacity measure (liquid or dry) equal to 60 minims or 3.5516 cubic centimeters"
"fluidounce","a British imperial unit of capacity or volume (liquid or dry) equal to 8 fluid drams or 28.416 cubic centimeters (1.734 cubic inches)"
"gill","a British imperial capacity unit (liquid or dry) equal to 5 fluid ounces or 142.066 cubic centimeters"
"pint","a British imperial capacity measure (liquid or dry) equal to 4 gills or 568.26 cubic centimeters"
"quart","a British imperial capacity measure (liquid or dry) equal to 2 pints or 1.136 liters"
"gallon","a British imperial capacity measure (liquid or dry) equal to 4 quarts or 4.545 liters"
"congius","a British imperial capacity measure (liquid or dry) equal to 4 quarts or 4.545 liters"
"peck","a British imperial capacity measure (liquid or dry) equal to 2 gallons"
"bushel","a British imperial capacity measure (liquid or dry) equal to 4 pecks"
"firkin","a British unit of capacity equal to 9 imperial gallons"
"kilderkin","an obsolete British unit of capacity equal to 18 Imperial gallons"
"quarter","a quarter of a hundredweight (28 pounds)"
"hogshead","a British unit of capacity for alcoholic beverages"
"chaldron","a British imperial capacity measure (liquid or dry) equal to 36 bushels"
"milliliter","a metric unit of volume equal to one thousandth of a liter"
"millilitre","a metric unit of volume equal to one thousandth of a liter"
"mil","a metric unit of volume equal to one thousandth of a liter"
"centiliter","a metric unit of volume equal to one hundredth of a liter"
"centilitre","a metric unit of volume equal to one hundredth of a liter"
"deciliter","a metric unit of volume equal to one tenth of a liter"
"decilitre","a metric unit of volume equal to one tenth of a liter"
"liter","a metric unit of capacity equal to the volume of 1 kilogram of pure water at 4 degrees centigrade and 760 mm of mercury (or approximately 1.76 pints)"
"litre","a metric unit of capacity equal to the volume of 1 kilogram of pure water at 4 degrees centigrade and 760 mm of mercury (or approximately 1.76 pints)"
"dekaliter","a metric unit of volume or capacity equal to 10 liters"
"dekalitre","a metric unit of volume or capacity equal to 10 liters"
"decaliter","a metric unit of volume or capacity equal to 10 liters"
"decalitre","a metric unit of volume or capacity equal to 10 liters"
"dal","a metric unit of volume or capacity equal to 10 liters"
"dkl","a metric unit of volume or capacity equal to 10 liters"
"hectoliter","a metric unit of volume or capacity equal to 100 liters"
"hectolitre","a metric unit of volume or capacity equal to 100 liters"
"kiloliter","a metric unit of volume or capacity equal to 1000 liters"
"kilolitre","a metric unit of volume or capacity equal to 1000 liters"
"bit","a unit of measurement of information (from Binary + digIT); the amount of information in a system having two equiprobable states; ""there are 8 bits in a byte"""
"parity","(computer science) abit that is used in an error detection procedure in which a 0 or 1 is added to each group of bits so that it will have either an odd number of 1''s or an even number of 1''s; e.g., if the parity is odd then any group of bits that arriv"
"nybble","a small byte"
"nibble","a small byte"
"byte","a sequence of 8 bits (enough to represent one character of alphanumeric data) processed as a single unit of information"
"sector","the minimum track length that can be assigned to store information; unless otherwise specified a sector of data consists of 512 bytes"
"block","(computer science) a sector or group of sectors that function as the smallest data unit permitted; ""since blocks are often defined as a single sector, the terms `block'' and `sector'' are sometimes used interchangeably"""
"partition","(computer science) the part of a hard disk that is dedicated to a particular operating system or application and accessed as a single unit"
"word","a word is a string of bits stored in computer memory; ""large computers use words up to 64 bits long"""
"kilobyte","a unit of information equal to one thousand (1024) bytes"
"megabit","one million bits"
"megabyte","a unit of information equal to one million (1,048,576) bytes"
"gigabyte","a unit of information equal to one billion (1,073,741,824) bytes or 1024 megabytes"
"terabyte","a unit of information equal to a trillion (1,099,511,627,776) bytes or 1024 gigabytes"
"petabyte","a unit of information equal to 1,024 terabytes"
"picofarad","a unit of capacitance equal to one trillionth of a farad"
"millifarad","a unit of capacitance equal to one thousandth of a farad"
"farad","the capacitance of a capacitor that has an equal and opposite charge of 1 coulomb on each plate and a voltage difference of 1 volt between the plates"
"abfarad","a capacitance unit equal to one billion farads"
"coulomb","a unit of electrical charge equal to the amount of charge transferred by a current of 1 ampere in 1 second"
"abcoulomb","a unit of electrical charge equal to 10 coulombs"
"mho","a unit of conductance equal to the reciprocal of an ohm"
"siemens","a unit of conductance equal to the reciprocal of an ohm"
"ampere","the basic unit of electric current adopted under the Systeme International d''Unites; ""a typical household circuit carries 15 to 50 amps"""
"amp","the basic unit of electric current adopted under the Systeme International d''Unites; ""a typical household circuit carries 15 to 50 amps"""
"milliampere","one thousandth of an ampere"
"abampere","a unit of current equal to 10 amperes"
"abamp","a unit of current equal to 10 amperes"
"ampere","a former unit of electric current (slightly smaller than the SI ampere)"
"daraf","a unit of elastance equal to the reciprocal of a farad"
"gamma","a unit of magnetic field strength equal to one-hundred-thousandth of an oersted"
"oersted","the magnetic field strength 1 cm from a unit magnetic pole"
"maxwell","a cgs unit of magnetic flux equal to the flux perpendicular to an area of 1 square centimeter in a magnetic field of 1 gauss"
"weber","a unit of magnetic flux equal to 100,000,000 maxwells"
"microgauss","a unit of magnetic flux density equal to one millionth of a gauss"
"gauss","a unit of magnetic flux density equal to 1 maxwell per square centimeter"
"tesla","a unit of magnetic flux density equal to one weber per square meter"
"abhenry","a unit of inductance equal to one billionth of a henry"
"millihenry","a unit of inductance equal to one thousandth of a henry"
"henry","a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second"
"exposure","the intensity of light falling on a photographic film or plate; ""he used the wrong exposure"""
"footcandle","a unit of illuminance on a surface that is everywhere 1 foot from a point source of 1 candle"
"lambert","a cgs unit of illumination equal to the brightness of a perfectly diffusing surface that emits or reflects one lumen per square centimeter"
"lux","a unit of illumination equal to 1 lumen per square meter; 0.0929 foot candle"
"phot","a unit of illumination equal to 1 lumen per square centimeter; 10,000 phots equal 1 lux"
"nit","a luminance unit equal to 1 candle per square meter measured perpendicular to the rays from the source"
"lumen","a unit of luminous flux equal to the amount of light given out through a solid angle of 1 steradian by a point source of 1 candela intensity radiating uniformly in all directions"
"candle","the basic unit of luminous intensity adopted under the Systeme International d''Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin"
"candela","the basic unit of luminous intensity adopted under the Systeme International d''Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin"
"gilbert","a unit of magnetomotive force equal to 0.7958 ampere-turns"
"magneton","a unit of magnetic moment of a molecular or atomic or subatomic particle"
"abvolt","a unit of potential equal to one-hundred-millionth of a volt"
"millivolt","a unit of potential equal to one thousandth of a volt"
"microvolt","a unit of potential equal to one millionth of a volt"
"nanovolt","a unit of potential equal to one billionth of a volt"
"picovolt","a unit of potential equal to one trillionth of a volt"
"femtovolt","a unit of potential equal to one quadrillionth of a volt (or one thousandth of a nanosecond)"
"volt","a unit of potential equal to the potential difference between two points on a conductor carrying a current of 1 ampere when the power dissipated between the two points is 1 watt; equivalent to the potential difference across a resistance of 1 ohm when 1 a"
"kilovolt","a unit of potential equal to a thousand volts"
"rydberg","a wave number characteristic of the wave spectrum of each element"
"abwatt","a power unit equal to the power dissipated when 1 abampere flows across a potential difference of 1 abvolt (one ten-thousandth of a milliwatt)"
"milliwatt","a unit of power equal to one thousandth of a watt"
"watt","a unit of power equal to 1 joule per second; the power dissipated by a current of 1 ampere flowing across a resistance of 1 ohm"
"kilowatt","a unit of power equal to 1000 watts"
"megawatt","a unit of power equal to one million watts"
"horsepower","a unit of power equal to 746 watts"
"H.P.","a unit of power equal to 746 watts"
"var","a unit of electrical power in an AC circuit equal to the power dissipated when 1 volt produces a current of 1 ampere"
"millicurie","a unit of radioactivity equal to one thousandth of a curie"
"curie","a unit of radioactivity equal to the amount of a radioactive isotope that decays at the rate of 37,000,000,000 disintegrations per second"
"roentgen","a unit of radiation exposure; the dose of ionizing radiation that will produce 1 electrostatic unit of electricity in 1 cc of dry air"
"rutherford","a unit strength of a radioactive source equal to one million disintegrations per second"
"REM","(Roentgen Equivalent Man) the dosage of ionizing radiation that will cause the same amount of injury to human tissue as 1 roentgen of X-rays"
"rad","a unit of absorbed ionizing radiation equal to 100 ergs per gram of irradiated material"
"abohm","a unit of resistance equal to a billionth of an ohm"
"ohm","a unit of electrical resistance equal to the resistance between two points on a conductor when a potential difference of one volt between them produces a current of one ampere"
"megohm","a unit of resistance equal to one million ohms"
"kiloton","a measure of explosive power (of an atomic weapon) equal to that of 1000 tons of TNT"
"megaton","a measure of explosive power (of an atomic weapon) equal to that of one million tons of TNT"
"dyne","a unit of force equal to the force that imparts an acceleration of 1 cm/sec/sec to a mass of 1 gram"
"newton","a unit of force equal to the force that imparts an acceleration of 1 m/sec/sec to a mass of 1 kilogram; equal to 100,000 dynes"
"sthene","a unit of force equal to 1000 newtons"
"poundal","a unit of force equal to the force that imparts an acceleration of 1 foot/sec/sec to a mass of 1 pound; equal to 0.1382 newtons"
"pdl","a unit of force equal to the force that imparts an acceleration of 1 foot/sec/sec to a mass of 1 pound; equal to 0.1382 newtons"
"pound","a nontechnical unit of force equal to the mass of 1 pound with an acceleration of free fall equal to 32 feet/sec/sec"
"lbf.","a nontechnical unit of force equal to the mass of 1 pound with an acceleration of free fall equal to 32 feet/sec/sec"
"pounder","(used only in combination) something weighing a given number of pounds; ""the fisherman caught a 10-pounder""; ""their linemen are all 300-pounders"""
"gee","a unit of force equal to the force exerted by gravity; used to indicate the force to which a body is subjected when it is accelerated"
"gal","a unit of gravitational acceleration equal to one centimeter per second per second (named after Galileo)"
"inch","a unit of length equal to one twelfth of a foot"
"foot","a linear unit of length equal to 12 inches or a third of a yard; ""he is six feet tall"""
"footer","(used only in combinations) the height or length of something in feet; ""he is a six-footer""; ""the golfer sank a 40-footer""; ""his yacht is a 60-footer"""
"yard","a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride"
"pace","a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride"
"yarder","(used only in combinations) the height of length of something in yards; ""the golfer hit a 300-yarder to the green"""
"perch","a linear measure of 16.5 feet"
"rod","a linear measure of 16.5 feet"
"pole","a linear measure of 16.5 feet"
"furlong","a unit of length equal to 220 yards"
"mile","a unit of length equal to 1760 yards"
"miler","(used only in combinations) the length of something in miles; ""the race was a 30-miler"""
"league","an obsolete unit of distance of variable length (usually 3 miles)"
"ligne","a linear unit (1/40 inch) used to measure diameter of buttons"
"nail","a former unit of length for cloth equal to 1/16 of a yard"
"archine","a Russian unit of length (71 cm)"
"kos","an Indian unit of length having different values in different localities"
"coss","an Indian unit of length having different values in different localities"
"vara","a Spanish unit of length (about a yard) having different values in different localities"
"verst","a Russian unit of length (1.067 km)"
"cable","a nautical unit of depth"
"chain","a unit of length"
"cubit","an ancient unit of length based on the length of the forearm"
"finger","the length of breadth of a finger used as a linear measure"
"fingerbreadth","the length of breadth of a finger used as a linear measure"
"digit","the length of breadth of a finger used as a linear measure"
"fistmele","about seven inches; the breadth of a fist with the thumb stuck out (used especially in archery to give the correct distance of the string from the bow)"
"extremum","the most extreme possible amount or value; ""voltage peak"""
"peak","the most extreme possible amount or value; ""voltage peak"""
"hand","a unit of length equal to 4 inches; used in measuring horses; ""the horse stood 20 hands"""
"handbreadth","any unit of length based on the breadth of the human hand"
"handsbreadth","any unit of length based on the breadth of the human hand"
"head","the length or height based on the size of a human or animal head; ""he is two heads taller than his little sister""; ""his horse won by a head"""
"lea","a unit of length of thread or yarn"
"link","a unit of length equal to 1/100 of a chain"
"mesh","the number of opening per inch of a screen; measures size of particles; ""a 100 mesh screen""; ""100 mesh powdered cellulose"""
"mil","a unit of length equal to one thousandth of an inch; used to specify thickness (e.g., of sheets or wire)"
"mile","a Swedish unit of length equivalent to 10 km"
"mile","an ancient Roman unit of length equivalent to 1620 yards"
"palm","a linear unit based on the length or width of the human hand"
"span","a unit of length based on the width of the expanded human hand (usually taken as 9 inches)"
"parsec","a unit of astronomical length based on the distance from Earth at which stellar parallax is 1 second of arc; equivalent to 3.262 light years"
"secpar","a unit of astronomical length based on the distance from Earth at which stellar parallax is 1 second of arc; equivalent to 3.262 light years"
"femtometer","a metric unit of length equal to one quadrillionth of a meter"
"femtometre","a metric unit of length equal to one quadrillionth of a meter"
"fermi","a metric unit of length equal to one quadrillionth of a meter"
"picometer","a metric unit of length equal to one trillionth of a meter"
"picometre","a metric unit of length equal to one trillionth of a meter"
"micromicron","a metric unit of length equal to one trillionth of a meter"
"angstrom","a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation"
"nanometer","a metric unit of length equal to one billionth of a meter"
"nanometre","a metric unit of length equal to one billionth of a meter"
"millimicron","a metric unit of length equal to one billionth of a meter"
"micron","a metric unit of length equal to one millionth of a meter"
"micrometer","a metric unit of length equal to one millionth of a meter"
"millimeter","a metric unit of length equal to one thousandth of a meter"
"millimetre","a metric unit of length equal to one thousandth of a meter"
"centimeter","a metric unit of length equal to one hundredth of a meter"
"centimetre","a metric unit of length equal to one hundredth of a meter"
"decimeter","a metric unit of length equal to one tenth of a meter"
"decimetre","a metric unit of length equal to one tenth of a meter"
"meter","the basic unit of length adopted under the Systeme International d''Unites (approximately 1.094 yards)"
"metre","the basic unit of length adopted under the Systeme International d''Unites (approximately 1.094 yards)"
"decameter","a metric unit of length equal to ten meters"
"dekameter","a metric unit of length equal to ten meters"
"decametre","a metric unit of length equal to ten meters"
"dekametre","a metric unit of length equal to ten meters"
"dam","a metric unit of length equal to ten meters"
"dkm","a metric unit of length equal to ten meters"
"hectometer","a metric unit of length equal to 100 meters"
"hectometre","a metric unit of length equal to 100 meters"
"kilometer","a metric unit of length equal to 1000 meters (or 0.621371 miles)"
"kilometre","a metric unit of length equal to 1000 meters (or 0.621371 miles)"
"klick","a metric unit of length equal to 1000 meters (or 0.621371 miles)"
"myriameter","a metric unit of length equal to 10,000 meters"
"myriametre","a metric unit of length equal to 10,000 meters"
"mym","a metric unit of length equal to 10,000 meters"
"fathom","a linear unit of measurement (equal to 6 feet) for water depth"
"fthm","a linear unit of measurement (equal to 6 feet) for water depth"
"mile","a unit of length used in navigation; equivalent to the distance spanned by one minute of arc in latitude; 1,852 meters"
"knot","a unit of length used in navigation; equivalent to the distance spanned by one minute of arc in latitude; 1,852 meters"
"mile","a British unit of length equivalent to 1,853.18 meters (6,082 feet)"
"mile","a former British unit of length once used in navigation; equivalent to 1828.8 meters (6000 feet)"
"ha'p'orth","the amount that can be bought for a halfpenny"
"pennyworth","the amount that can be bought for a penny"
"penn'orth","the amount that can be bought for a penny"
"dollar","the basic monetary unit in many countries; equal to 100 cents"
"euro","the basic monetary unit of most members of the European Union (introduced in 1999); in 2002 twelve European nations (Germany, France, Belgium, Luxembourg, the Netherlands, Italy, Spain, Portugal, Ireland, Greece, Austria, Finland) adopted the euro as thei"
"franc","the basic monetary unit in many countries; equal to 100 centimes"
"subunit","a monetary unit that is valued at a fraction (usually one hundredth) of the basic monetary unit"
"afghani","the basic unit of money in Afghanistan"
"pul","100 puls equal 1 afghani"
"austral","the basic unit of money in Argentina; equal to 100 centavos"
"baht","the basic unit of money in Thailand"
"tical","the basic unit of money in Thailand"
"satang","100 satangs equal 1 baht"
"balboa","the basic unit of money in Panama; equal to 100 centesimos"
"birr","the basic unit of money in Ethiopia; equal to 100 cents"
"cent","a fractional monetary unit of several countries"
"centesimo","a fractional monetary unit of several countries: Panama and Italy and Uruguay and Chile"
"centimo","a fractional monetary unit of Venezuela and Costa Rica and Equatorial Guinea and Paraguay and Spain"
"centavo","a fractional monetary unit of several countries: El Salvador and Sao Tome and Principe and Brazil and Argentina and Bolivia and Colombia and Cuba and the Dominican Republic and Ecuador and El Salvador and Guatemala and Honduras and Mexico and Nicaragua an"
"centime","a fractional monetary unit of several countries: France and Algeria and Belgium and Burkina Faso and Burundi and Cameroon and Chad and the Congo and Gabon and Haiti and the Ivory Coast and Luxembourg and Mali and Morocco and Niger and Rwanda and Senegal a"
"bolivar","the basic unit of money in Venezuela; equal to 100 centimos"
"cedi","the basic unit of money in Ghana"
"pesewa","100 pesewas equal 1 cedi"
"colon","the basic unit of money in Costa Rica; equal to 100 centimos"
"colon","the basic unit of money in El Salvador; equal to 100 centavos"
"cruzeiro","the basic unit of money in Brazil; equal to 100 centavos"
"dalasi","the basic unit of money in Gambia"
"butut","100 bututs equal 1 dalasi"
"butat","100 bututs equal 1 dalasi"
"dinar","the basic unit of money in Algeria"
"dinar","the basic unit of money in Bahrain; equal to 1,000 fils"
"fils","a fractional monetary unit in Bahrain and Iraq and Jordan and Kuwait; equal to one thousandth of a dinar"
"dinar","the basic unit of money in Iraq; equal to 1,000 fils"
"dinar","the basic unit of money in Jordan; equal to 1,000 fils"
"dinar","the basic unit of money in Kuwait; equal 1,000 fils"
"dirham","worth one tenth of a Kuwaiti dinar; equal 100 fils"
"dinar","the basic unit of money in Libya"
"dirham","100 dirhams equal 1 dinar"
"dinar","the basic unit of money in Tunisia"
"dirham","100 dirhams equal 1 dinar"
"millime","1,000 millimes equal 1 dinar"
"dinar","the basic unit of money in Yugoslavia"
"para","100 para equal 1 dinar"
"dirham","the basic unit of money in Morocco; equal to 100 centimes"
"dirham","the basic unit of money in the United Arab Emirates; equal to 1,000 fils"
"sen","a fractional monetary unit of Japan and Indonesia and Cambodia; equal to one hundredth of a yen or rupiah or riel"
"Eurodollar","a United States dollar deposited in a European bank and used as an international currency to finance trade"
"dong","the basic unit of money in Vietnam"
"hao","10 hao equal 1 dong"
"drachma","formerly the basic unit of money in Greece"
"lepton","100 lepta equal 1 drachma"
"dobra","the basic unit of money on Sao Tome e Principe"
"epkwele","the basic unit of money in Equatorial Guinea"
"escudo","the basic unit of money on Cape Verde; equal to 100 centavos"
"escudo","formerly the basic monetary unit of Portugal; equal to 100 centavo"
"conto","1 conto equals 1,000 escudos"
"forint","the basic unit of money in Hungary"
"filler","100 filler equal 1 forint"
"pengo","formerly the basic unit of money in Hungary until it was replaced by the forint in 1946"
"gourde","the basic unit of money in Haiti"
"guarani","the basic unit of money in Paraguay; equal to 100 centimos"
"guilder","formerly the basic unit of money in the Netherlands; equal to 100 cents"
"gulden","formerly the basic unit of money in the Netherlands; equal to 100 cents"
"florin","formerly the basic unit of money in the Netherlands; equal to 100 cents"
"guilder","the basic unit of money in Suriname; equal to 100 cents"
"gulden","the basic unit of money in Suriname; equal to 100 cents"
"florin","the basic unit of money in Suriname; equal to 100 cents"
"inti","the basic unit of money in Peru"
"kina","the basic unit of money in Papua New Guinea"
"toea","100 toea equal 1 kina"
"kip","the basic unit of money in Laos"
"koruna","the basic unit of money in Czech Republic"
"haler","100 halers equal 1 koruna"
"heller","100 halers equal 1 koruna"
"koruna","the basic unit of money in Slovakia"
"haler","100 halers equal 1 koruna"
"heller","100 halers equal 1 koruna"
"krona","the basic unit of money in Iceland"
"aurar","100 aurar equal 1 krona"
"eyrir","100 aurar equal 1 krona"
"krona","the basic unit of money in Sweden"
"ore","a monetary subunit in Denmark and Norway and Sweden; 100 ore equal 1 krona"
"krone","the basic unit of money in Denmark"
"krone","the basic unit of money in Norway"
"kwacha","the basic unit of money in Malawi"
"tambala","100 tambala equal 1 Kwacha"
"kwacha","the basic unit of money in Zambia"
"ngwee","100 ngwee equal 1 kwacha"
"kwanza","the basic unit of money in Angola"
"lwei","100 lwei equal 1 kwanza"
"kyat","the basic unit of money in Myanmar"
"pya","100 pyas equal 1 kyat"
"lek","the basic unit of money in Albania"
"qindarka","100 qindarka equal 1 lek"
"qintar","100 qindarka equal 1 lek"
"lempira","the basic unit of money in Honduras; equal to 100 centavos"
"leone","the basic unit of money in Sierra Leone; equal to 100 cents"
"leu","the basic unit of money in Romania"
"ban","100 bani equal 1 leu"
"lev","the basic unit of money in Bulgaria"
"stotinka","100 stotinka equal 1 lev"
"lilangeni","the basic unit of money in Swaziland; equal to 100 cents"
"lira","formerly the basic unit of money in Italy; equal to 100 centesimi"
"pound","the basic unit of money in Great Britain; equal to 100 pence"
"quid","the basic unit of money in Great Britain; equal to 100 pence"
"shilling","a former monetary unit in Great Britain"
"bob","a former monetary unit in Great Britain"
"lira","the basic unit of money in Turkey"
"kuru","100 kurus equal 1 lira"
"piaster","100 kurus equal 1 lira"
"piastre","100 kurus equal 1 lira"
"asper","20 aspers equal 1 kuru"
"loti","the basic unit of money in Lesotho"
"sente","100 sente equal 1 loti"
"mark","formerly the basic unit of money in Germany"
"Deutschmark","formerly the basic unit of money in Germany"
"pfennig","100 pfennigs equal 1 Deutsche Mark"
"markka","formerly the basic unit of money in Finland"
"penni","100 penni equal 1 markka"
"metical","the basic unit of money in Mozambique; equal to 100 centavos"
"naira","the basic unit of money in Nigeria"
"kobo","100 kobos equal 1 naira"
"ngultrum","the basic unit of money in Bhutan"
"chetrum","100 chetrums equal 1 ngultrum"
"ouguiya","the basic unit of money in Mauritania"
"khoum","5 khoums equal 1 ouguiya"
"pa'anga","the basic unit of money in Tonga"
"seniti","100 seniti equal 1 pa''anga"
"pataca","the basic unit of money in Macao"
"avo","100 avos equal 1 pataca"
"peseta","formerly the basic unit of money in Spain; equal to 100 centimos"
"boliviano","the basic unit of money in Bolivia; equal to 100 centavos"
"cordoba","the basic unit of money in Nicaragua; equal to 100 centavos"
"peso","the basic unit of money in Chile; equal to 100 centesimos"
"peso","the basic unit of money in Colombia; equal to 100 centavos"
